x,y,z
545,-56,-175
546,-51,-170
547,-47,-165
547,-42,-160
548,-37,-155
548,-32,-149
549,-27,-144
549,-22,-138
549,-16,-132
549,-11,-127
550,-5,-121
549,0,-115
549,5,-109
549,11,-103
548,16,-97
548,22,-91
547,28,-85
546,34,-79
545,39,-73
544,45,-66
543,51,-60
542,56,-55
540,61,-49
539,67,-43
538,72,-37
536,77,-32
534,82,-26
533,87,-21
530,91,-15
529,96,-10
527,101,-6
524,105,-1
523,110,3
520,114,8
518,118,12
516,122,17
513,126,21
511,130,25
509,133,30
507,136,34
504,140,38
502,142,41
499,145,45
497,148,49
495,150,52
490,155,58
487,157,61
485,159,64
483,161,67
480,162,69
479,163,72
476,165,74
474,166,76
473,167,79
470,167,81
469,168,83
467,168,85
465,169,87
463,169,89
462,169,91
460,169,93
459,168,95
458,168,96
456,168,98
455,168,99
454,167,101
452,167,102
452,166,103
451,165,104
450,165,105
449,164,106
449,164,106
448,163,106
448,163,107
448,162,107
447,161,107
448,161,106
448,160,106
448,159,105
449,158,104
449,157,104
450,157,102
451,155,101
452,154,100
452,153,98
454,152,96
455,150,94
457,148,91
460,145,86
462,143,83
463,141,80
465,138,77
467,136,73
469,133,69
471,131,65
474,128,61
475,125,57
478,122,53
480,118,48
482,115,44
485,111,39
486,108,35
489,104,30
491,100,25
493,95,20
496,91,15
497,87,10
500,82,5
502,77,0
504,72,-5
506,67,-10
507,62,-15
509,57,-20
511,52,-25
513,46,-31
514,41,-36
516,35,-41
518,30,-46
518,24,-51
520,19,-56
521,13,-61
522,8,-66
523,2,-71
523,-3,-76
524,-8,-81
525,-14,-86
526,-19,-91
527,-24,-95
527,-30,-100
528,-35,-105
528,-41,-110
528,-46,-114
528,-51,-119
528,-57,-123
529,-62,-127
528,-67,-132
528,-72,-136
528,-77,-140
528,-82,-144
528,-87,-148
527,-92,-151
527,-97,-155
526,-101,-159
526,-106,-163
525,-110,-167
525,-115,-171
524,-119,-174
523,-123,-178
523,-127,-182
523,-130,-185
522,-134,-189
521,-137,-192
520,-141,-196
519,-144,-199
518,-147,-203
518,-150,-206
517,-152,-209
516,-155,-212
515,-157,-215
515,-159,-218
514,-161,-221
513,-163,-224
513,-165,-226
512,-166,-229
512,-167,-231
511,-168,-234
510,-170,-236
510,-171,-238
509,-171,-240
509,-172,-242
508,-173,-243
508,-173,-245
507,-173,-247
507,-173,-248
507,-173,-250
507,-173,-251
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-436
446,-76,-436
446,-76,-436
446,-76,-436
446,-76,-436
446,-76,-435
447,-76,-435
447,-76,-434
447,-76,-434
447,-76,-433
449,-77,-431
450,-77,-430
450,-77,-429
451,-77,-428
452,-78,-426
453,-78,-425
454,-78,-423
455,-79,-421
457,-79,-420
458,-79,-418
459,-80,-416
461,-80,-413
462,-81,-411
463,-81,-409
465,-82,-406
467,-82,-404
468,-83,-401
469,-83,-399
471,-84,-396
473,-84,-393
474,-85,-390
476,-85,-387
478,-86,-384
480,-86,-381
482,-87,-377
484,-87,-374
485,-88,-371
490,-89,-363
491,-90,-360
493,-90,-356
496,-91,-352
497,-92,-348
499,-92,-344
502,-93,-340
503,-93,-336
505,-94,-332
507,-95,-327
509,-95,-323
511,-96,-318
515,-97,-309
517,-98,-304
519,-98,-299
521,-99,-294
523,-99,-289
525,-100,-284
527,-101,-279
529,-101,-274
531,-102,-268
533,-102,-263
534,-103,-258
536,-104,-252
538,-104,-246
540,-105,-240
542,-105,-234
544,-106,-228
545,-106,-222
547,-107,-216
549,-107,-210
551,-108,-204
552,-108,-198
554,-109,-191
556,-109,-183
556,-110,-177
558,-110,-171
562,-111,-157
562,-112,-151
563,-112,-144
565,-112,-138
566,-113,-131
567,-113,-124
568,-113,-117
570,-114,-103
571,-114,-95
572,-114,-88
573,-115,-81
573,-115,-74
573,-115,-66
574,-115,-58
575,-115,-51
575,-116,-44
576,-116,-36
576,-116,-29
576,-116,-13
577,-116,-5
577,-116,1
577,-116,9
576,-116,17
576,-116,24
576,-116,35
575,-116,43
575,-115,51
574,-115,58
573,-115,65
573,-115,73
573,-115,81
571,-114,97
570,-114,105
568,-113,113
567,-113,121
566,-113,129
565,-112,137
563,-112,145
562,-111,153
561,-111,161
559,-110,169
557,-110,176
556,-109,184
554,-109,191
550,-108,205
548,-107,213
546,-107,220
544,-106,227
542,-105,234
540,-105,241
538,-104,247
535,-103,254
534,-103,261
531,-102,268
529,-101,274
526,-100,281
523,-100,287
521,-99,294
518,-98,301
516,-97,307
513,-96,313
511,-96,320
507,-95,326
505,-94,332
502,-93,338
499,-92,344
493,-90,356
490,-89,362
487,-88,368
484,-87,374
480,-86,380
477,-85,386
474,-84,391
471,-83,397
468,-82,402
464,-81,408
461,-80,413
454,-78,423
451,-77,428
447,-76,433
444,-75,438
441,-74,443
437,-73,448
434,-72,452
431,-71,457
427,-70,461
420,-68,470
417,-67,475
413,-66,479
409,-65,483
406,-63,488
402,-62,493
398,-61,496
395,-60,500
391,-59,504
387,-58,509
383,-57,513
380,-55,516
376,-54,520
372,-53,524
368,-52,528
364,-51,532
360,-49,536
356,-48,540
352,-47,543
348,-46,547
343,-45,550
336,-42,558
332,-41,561
327,-39,564
323,-38,567
320,-37,570
316,-36,574
311,-34,577
307,-33,580
304,-32,582
299,-31,585
295,-30,588
291,-28,591
288,-27,594
283,-26,596
279,-25,599
275,-23,601
272,-22,604
267,-21,606
263,-20,609
259,-18,611
256,-17,613
251,-16,615
247,-15,617
244,-14,620
239,-12,622
236,-11,624
232,-10,625
228,-9,627
224,-8,629
221,-7,631
218,-6,632
214,-5,634
211,-4,635
207,-3,637
201,-1,640
199,0,640
197,0,641
196,0,641
197,0,641
198,0,641
199,0,640
201,0,640
201,-1,639
202,-1,639
203,-1,639
205,-2,638
206,-2,638
207,-2,637
207,-3,637
208,-3,636
209,-3,636
211,-3,636
212,-4,635
212,-4,635
213,-4,634
215,-5,634
216,-5,633
217,-5,633
218,-6,632
219,-6,632
220,-6,631
221,-7,631
222,-7,630
223,-7,630
224,-8,629
227,-8,628
228,-9,628
228,-9,627
229,-9,627
231,-10,626
232,-10,626
233,-10,625
234,-11,624
235,-11,624
236,-11,623
238,-12,623
239,-12,622
239,-13,621
241,-13,621
243,-13,620
244,-14,619
245,-14,619
247,-15,618
248,-15,617
250,-16,616
251,-16,615
253,-17,614
255,-17,613
256,-18,612
259,-18,611
261,-19,610
263,-20,609
265,-20,608
267,-21,606
269,-22,605
274,-23,602
277,-24,600
279,-25,599
283,-26,597
285,-26,595
288,-27,593
291,-28,591
294,-29,589
297,-30,587
300,-31,585
304,-32,582
307,-33,580
310,-34,577
314,-35,575
317,-36,572
321,-38,569
325,-39,566
332,-41,560
336,-42,557
340,-43,554
344,-45,550
348,-46,547
352,-47,543
356,-48,539
360,-50,536
365,-51,532
369,-52,528
373,-53,523
377,-55,519
381,-56,515
387,-58,510
391,-59,505
395,-60,500
399,-62,495
404,-63,490
409,-64,485
413,-66,479
417,-67,474
422,-68,468
426,-70,462
431,-71,457
435,-73,451
440,-74,445
444,-75,438
448,-77,432
452,-78,426
457,-79,419
461,-81,413
465,-82,406
469,-83,399
474,-84,392
478,-86,385
481,-87,378
485,-88,371
490,-89,363
493,-90,356
497,-92,348
501,-93,341
504,-94,333
508,-95,325
512,-96,317
518,-98,301
522,-99,293
525,-100,285
528,-101,276
531,-102,268
534,-103,260
536,-104,251
540,-105,243
542,-105,234
545,-106,226
547,-107,217
549,-108,209
551,-108,200
554,-109,191
556,-110,183
557,-110,174
560,-111,165
562,-111,157
563,-112,148
564,-112,139
566,-113,131
567,-113,122
568,-114,113
570,-114,104
571,-114,95
572,-115,87
573,-115,78
573,-115,69
574,-115,61
575,-115,52
575,-116,43
576,-116,34
576,-116,26
576,-116,17
577,-116,9
577,-116,0
577,-116,-7
576,-116,-16
576,-116,-24
576,-116,-33
575,-116,-41
575,-116,-49
574,-115,-58
573,-115,-66
573,-115,-74
573,-115,-82
572,-114,-91
570,-114,-99
569,-114,-107
568,-113,-115
567,-113,-123
566,-113,-131
564,-112,-139
563,-112,-147
562,-111,-155
560,-111,-163
558,-110,-171
556,-110,-178
555,-109,-186
553,-109,-194
551,-108,-201
549,-108,-209
547,-107,-216
545,-106,-223
543,-106,-231
541,-105,-238
539,-104,-245
536,-104,-252
534,-103,-259
531,-102,-266
529,-101,-273
527,-101,-280
524,-100,-286
522,-99,-293
519,-98,-299
517,-98,-306
514,-97,-312
512,-96,-318
508,-95,-324
506,-94,-329
503,-94,-335
501,-93,-340
498,-92,-346
496,-91,-351
493,-90,-356
491,-90,-361
485,-88,-371
483,-87,-375
480,-86,-380
478,-86,-384
475,-85,-389
473,-84,-393
470,-83,-397
468,-83,-401
466,-82,-405
463,-81,-409
461,-81,-412
459,-80,-416
457,-79,-419
455,-79,-422
452,-78,-427
450,-77,-429
448,-77,-432
447,-76,-434
447,-76,-435
445,-76,-437
444,-75,-438
444,-75,-439
443,-75,-440
442,-75,-440
442,-75,-440
442,-75,-441
442,-75,-441
442,-75,-441
442,-75,-440
442,-75,-440
443,-75,-440
443,-75,-439
443,-75,-439
444,-75,-439
444,-75,-439
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-213
518,-158,-213
518,-158,-213
518,-158,-213
518,-158,-212
518,-158,-212
518,-157,-212
518,-157,-211
518,-156,-211
519,-155,-210
519,-155,-210
519,-154,-209
519,-153,-209
520,-152,-208
520,-150,-208
521,-148,-207
521,-146,-206
522,-144,-205
522,-141,-204
523,-139,-203
523,-136,-202
523,-133,-200
524,-130,-199
524,-126,-197
525,-123,-196
525,-119,-194
526,-114,-193
527,-110,-191
527,-105,-189
528,-101,-187
528,-96,-185
529,-91,-182
529,-86,-179
529,-81,-177
529,-76,-174
529,-71,-171
530,-65,-168
530,-60,-164
530,-54,-161
530,-48,-157
530,-43,-153
529,-37,-150
529,-31,-146
529,-25,-142
529,-19,-139
528,-13,-135
527,-7,-131
526,-1,-128
525,4,-124
523,10,-120
523,16,-116
521,22,-113
520,28,-109
518,34,-105
517,40,-101
515,46,-98
513,52,-94
511,57,-90
509,63,-86
507,68,-82
505,74,-79
502,79,-75
500,84,-71
497,89,-68
495,94,-64
492,99,-61
490,104,-57
487,109,-54
484,114,-50
481,118,-47
479,123,-44
475,127,-41
473,131,-37
469,135,-34
466,139,-31
463,143,-29
460,146,-26
458,150,-23
454,153,-20
451,156,-18
448,159,-15
445,162,-13
442,165,-11
439,167,-8
436,170,-6
434,172,-4
431,174,-2
428,176,0
425,178,1
423,179,2
420,181,4
418,182,6
416,183,7
412,185,11
409,185,12
408,186,14
406,186,15
404,186,16
403,186,18
401,186,19
400,186,20
398,186,22
398,185,23
396,185,24
395,184,26
394,183,27
393,183,28
392,182,29
392,181,30
392,180,31
392,178,32
392,177,33
392,176,33
392,174,34
392,173,35
392,171,35
392,170,36
393,168,36
394,166,36
395,164,36
396,162,36
398,160,36
398,158,35
400,155,35
403,150,34
404,147,33
406,145,32
409,142,31
410,139,30
412,136,29
416,129,27
419,126,25
421,123,24
423,119,22
425,115,21
428,111,19
431,108,17
433,104,15
436,100,13
438,95,11
441,91,8
443,87,5
446,82,2
448,78,0
451,73,-3
456,64,-10
458,59,-13
460,55,-17
463,50,-20
465,45,-24
468,41,-28
469,36,-32
472,31,-36
474,26,-40
475,22,-44
478,17,-48
480,12,-53
481,7,-57
483,3,-61
485,-1,-65
486,-5,-69
488,-10,-73
490,-15,-77
491,-19,-81
492,-24,-85
494,-28,-89
495,-33,-93
496,-38,-97
497,-42,-100
499,-46,-104
500,-51,-108
501,-55,-112
502,-59,-116
502,-64,-120
503,-68,-124
504,-72,-128
505,-75,-132
505,-79,-136
506,-83,-140
506,-86,-144
507,-90,-148
507,-93,-152
507,-96,-156
507,-99,-160
508,-102,-163
508,-104,-167
508,-107,-171
508,-109,-175
509,-111,-179
509,-113,-182
509,-114,-186
509,-116,-189
509,-118,-193
509,-119,-196
509,-120,-199
509,-122,-202
509,-123,-205
510,-124,-208
510,-125,-210
510,-126,-212
510,-127,-214
510,-128,-216
510,-129,-218
511,-130,-219
511,-131,-221
511,-132,-222
511,-133,-223
511,-134,-224
512,-135,-225
512,-135,-226
512,-136,-226
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-58,-68
576,-58,-68
576,-59,-68
576,-59,-68
576,-60,-68
576,-61,-68
576,-62,-68
576,-63,-68
575,-64,-68
575,-65,-68
575,-67,-68
575,-68,-68
575,-70,-68
575,-72,-68
574,-74,-68
574,-77,-68
574,-79,-68
574,-81,-68
573,-84,-68
573,-86,-68
573,-89,-67
573,-91,-67
573,-94,-67
573,-97,-66
572,-100,-66
572,-103,-65
572,-106,-65
571,-109,-64
571,-112,-63
571,-115,-62
570,-118,-61
570,-121,-60
570,-124,-58
569,-126,-57
569,-129,-55
569,-132,-53
568,-134,-51
568,-137,-49
568,-139,-47
567,-142,-45
567,-144,-42
567,-146,-39
567,-148,-37
567,-150,-34
567,-151,-31
567,-153,-28
567,-155,-21
566,-156,-18
566,-157,-15
566,-158,-11
566,-159,-8
566,-159,-4
566,-160,0
566,-160,3
566,-160,7
566,-160,11
566,-160,14
566,-160,18
565,-160,23
565,-160,27
565,-160,31
565,-160,35
565,-160,39
565,-159,43
564,-159,47
564,-159,52
564,-159,56
564,-158,60
563,-157,64
563,-157,68
563,-156,72
563,-155,76
562,-154,80
562,-154,83
562,-153,87
562,-151,91
562,-150,95
562,-149,98
562,-147,102
562,-145,105
562,-144,108
562,-142,111
562,-140,114
562,-138,116
562,-135,119
562,-133,121
562,-130,123
562,-127,125
562,-124,127
562,-121,128
562,-118,130
562,-115,131
563,-111,132
563,-108,133
564,-100,134
565,-96,134
565,-92,134
566,-88,134
566,-84,134
567,-79,134
567,-75,134
567,-71,134
567,-66,134
568,-62,134
568,-57,134
569,-53,134
569,-49,134
569,-44,134
570,-40,134
570,-35,134
570,-31,134
570,-26,134
570,-22,134
571,-18,134
571,-14,134
571,-9,134
571,-5,134
571,-1,134
571,2,134
571,6,133
571,10,133
571,14,133
571,18,133
571,22,132
571,25,131
571,29,131
571,33,130
571,36,128
571,40,127
571,43,126
571,46,124
571,49,123
571,52,121
571,55,119
571,57,117
572,60,115
572,62,112
572,64,110
572,66,107
573,67,104
573,69,101
573,70,98
573,71,94
573,72,91
574,73,87
574,73,83
574,73,80
575,74,76
575,73,72
576,73,68
576,73,63
577,72,59
577,72,55
578,71,50
578,70,46
578,69,37
578,68,32
578,67,28
579,66,23
579,64,19
579,63,14
579,62,10
579,61,6
580,58,-2
580,57,-6
580,55,-10
580,54,-13
580,52,-17
580,50,-20
580,49,-24
580,47,-27
580,45,-29
580,43,-32
580,41,-34
580,38,-36
580,36,-38
580,33,-40
580,31,-41
580,28,-43
580,26,-44
580,23,-45
580,20,-45
580,17,-46
580,14,-46
581,11,-46
581,8,-46
581,5,-46
581,2,-46
581,0,-46
581,-4,-46
581,-7,-46
581,-10,-46
581,-13,-46
580,-16,-46
580,-19,-46
580,-22,-46
580,-25,-46
580,-28,-46
580,-31,-46
580,-34,-46
580,-37,-46
579,-39,-46
579,-42,-46
579,-44,-46
579,-47,-46
579,-49,-46
579,-51,-46
579,-53,-46
578,-55,-46
578,-57,-46
578,-59,-46
578,-60,-46
578,-61,-46
578,-63,-46
578,-64,-46
578,-65,-46
578,-66,-46
578,-68,-46
578,-69,-46
578,-70,-46
578,-71,-46
578,-71,-46
578,-72,-46
578,-72,-46
578,-73,-46
578,-73,-46
578,-73,-46
578,-73,-46
578,-73,-46
578,-73,-46
578,-73,-46
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-220
468,268,-219
468,268,-219
468,268,-219
469,268,-218
469,267,-218
469,267,-217
469,266,-216
470,265,-215
471,264,-214
472,263,-213
473,261,-211
474,260,-210
475,258,-207
476,257,-205
478,255,-202
480,253,-199
481,250,-196
483,248,-193
485,245,-189
487,243,-185
489,240,-181
491,237,-176
493,234,-171
496,231,-166
498,227,-161
500,224,-156
502,220,-150
505,216,-145
507,212,-139
512,204,-126
513,199,-120
516,195,-114
518,190,-107
520,185,-101
522,181,-94
524,176,-87
526,171,-80
528,166,-74
529,160,-66
531,155,-60
533,150,-53
534,144,-46
535,139,-39
536,133,-32
538,128,-25
539,122,-18
540,111,-4
541,106,1
542,100,8
542,95,14
543,90,21
543,84,27
544,79,33
544,74,39
544,68,45
544,63,51
544,58,57
544,53,63
544,48,69
544,43,75
544,38,80
543,33,86
543,28,92
542,24,97
542,19,102
541,15,108
541,10,113
540,6,118
540,2,123
539,-1,128
538,-5,134
537,-9,139
536,-13,143
535,-17,148
534,-20,153
534,-24,158
533,-27,163
531,-30,168
530,-33,174
529,-36,179
528,-39,184
526,-42,189
525,-45,194
523,-48,200
522,-50,205
520,-53,210
518,-55,215
518,-58,220
516,-60,225
514,-62,229
513,-64,234
511,-66,239
509,-67,243
507,-69,248
506,-71,252
504,-72,256
503,-74,260
502,-75,264
500,-77,267
499,-78,271
497,-79,274
496,-80,276
496,-81,279
495,-82,281
494,-83,283
493,-84,284
492,-85,286
492,-85,287
492,-86,288
491,-87,288
491,-87,288
491,-88,288
491,-88,288
491,-89,288
491,-89,288
492,-90,287
492,-90,287
492,-91,287
492,-91,286
492,-91,286
492,-91,286
492,-92,286
492,-92,285
493,-92,285
493,-92,285
493,-92,284
493,-91,284
494,-91,283
494,-91,282
494,-91,282
495,-90,281
496,-90,280
496,-89,278
496,-89,277
497,-88,275
498,-87,273
499,-87,271
501,-86,269
502,-84,266
503,-83,263
504,-82,260
506,-80,256
507,-79,252
509,-77,248
511,-75,244
513,-73,239
515,-71,234
517,-68,229
519,-66,224
521,-63,218
523,-61,212
525,-58,206
527,-55,200
529,-52,193
531,-48,187
534,-45,180
535,-41,172
537,-37,165
539,-33,158
540,-29,150
542,-25,142
544,-20,134
545,-16,127
546,-11,118
548,-6,110
549,-1,102
550,3,94
551,8,85
551,14,77
552,19,68
552,25,60
552,31,51
552,37,43
552,43,35
552,49,27
551,56,19
551,62,11
550,69,3
549,76,-3
547,82,-11
545,89,-19
544,96,-26
542,103,-33
540,110,-40
538,117,-46
536,124,-53
534,131,-59
531,138,-65
529,145,-71
526,151,-77
523,157,-82
520,164,-88
518,170,-93
512,182,-104
508,187,-108
505,193,-113
502,198,-118
499,203,-122
496,208,-127
493,212,-131
490,217,-135
486,222,-139
483,226,-143
480,230,-147
477,234,-151
474,238,-155
470,242,-159
467,246,-163
463,250,-166
460,253,-170
457,257,-174
453,260,-177
450,263,-181
447,266,-184
443,269,-187
440,272,-191
436,275,-194
432,278,-197
429,281,-200
426,283,-203
423,285,-206
420,287,-209
416,290,-212
413,292,-215
410,294,-217
407,295,-220
404,297,-222
401,299,-224
398,300,-226
396,302,-228
393,303,-230
391,304,-232
389,305,-233
387,306,-235
385,307,-236
383,308,-237
381,309,-237
380,309,-238
379,310,-238
378,310,-238
377,311,-238
376,311,-238
376,311,-238
376,312,-238
375,312,-237
375,312,-237
375,312,-236
374,312,-236
374,312,-235
374,312,-235
374,313,-234
374,313,-234
375,313,-233
375,313,-233
375,313,-233
375,313,-232
376,313,-232
376,313,-231
376,313,-231
376,312,-231
376,312,-231
480,-215,-339
480,-215,-339
480,-216,-338
480,-216,-338
480,-216,-338
480,-216,-338
479,-216,-338
479,-216,-337
479,-216,-337
479,-216,-337
479,-216,-337
479,-215,-337
479,-215,-336
479,-214,-336
480,-213,-336
480,-212,-336
480,-211,-336
480,-210,-335
480,-208,-335
480,-207,-335
481,-205,-334
482,-203,-334
482,-201,-333
483,-199,-332
484,-197,-332
485,-195,-330
485,-193,-329
487,-190,-327
488,-188,-325
490,-185,-323
491,-182,-321
492,-179,-318
495,-175,-315
496,-171,-312
498,-168,-308
501,-163,-304
502,-159,-300
505,-155,-296
507,-150,-291
509,-146,-287
513,-136,-277
516,-131,-272
518,-125,-266
520,-120,-260
522,-113,-254
524,-107,-248
526,-101,-242
529,-94,-236
530,-88,-230
532,-81,-223
534,-74,-216
535,-67,-209
536,-59,-202
538,-52,-195
539,-44,-188
540,-36,-180
541,-29,-173
542,-20,-165
542,-12,-157
543,-5,-148
543,2,-140
544,9,-131
544,17,-122
543,25,-113
543,33,-104
542,43,-95
542,51,-86
540,58,-76
540,66,-67
539,74,-57
537,82,-47
535,90,-35
534,97,-25
532,104,-16
529,111,-6
527,119,3
524,126,13
522,133,23
519,140,33
516,146,43
513,153,52
510,159,62
507,166,71
502,172,81
499,178,90
496,184,99
492,189,108
489,194,117
485,199,126
481,204,135
478,208,143
474,212,151
470,216,160
467,220,168
463,223,176
460,226,184
457,229,192
453,231,199
450,234,207
447,236,214
444,237,221
442,239,227
439,240,234
436,241,240
435,241,246
433,242,251
431,242,256
430,242,261
429,241,266
428,241,270
428,240,274
427,239,278
427,239,281
427,238,283
428,237,285
429,236,287
429,235,289
430,234,290
431,234,292
431,233,293
431,233,294
432,233,295
433,233,295
433,233,296
434,233,296
435,234,296
435,234,296
436,234,296
436,235,295
437,235,295
438,236,294
439,236,293
441,237,292
442,237,290
443,237,288
445,237,286
447,238,283
449,238,281
451,237,278
453,237,274
456,237,271
458,236,267
461,235,263
463,235,259
466,234,254
469,234,249
471,233,244
474,233,239
477,232,233
480,232,228
482,231,222
485,230,216
488,229,209
491,227,203
494,226,196
496,225,189
499,223,183
502,221,176
505,218,169
507,216,162
511,213,155
513,210,148
516,206,141
518,203,133
521,199,126
526,192,111
529,187,104
530,183,97
533,178,89
534,173,82
537,168,74
539,163,67
540,158,59
542,153,52
544,147,44
545,142,37
546,136,29
547,130,22
549,124,14
550,118,6
551,112,0
551,106,-8
551,100,-16
552,94,-23
552,88,-31
553,82,-38
553,75,-46
553,69,-53
553,62,-60
552,55,-67
552,49,-74
551,42,-81
551,35,-88
551,28,-95
550,22,-102
549,15,-108
547,9,-115
546,2,-121
545,-4,-127
544,-10,-133
543,-17,-139
541,-23,-144
540,-30,-150
538,-36,-155
537,-42,-160
535,-49,-165
534,-55,-170
532,-61,-175
529,-68,-180
528,-74,-184
526,-80,-189
524,-86,-193
522,-92,-197
520,-98,-201
518,-104,-205
516,-110,-209
514,-115,-213
512,-121,-217
510,-126,-220
507,-131,-224
506,-137,-228
503,-142,-231
501,-147,-235
499,-151,-238
496,-156,-242
494,-160,-245
492,-165,-248
490,-169,-252
487,-173,-255
485,-177,-258
483,-181,-261
480,-184,-264
479,-187,-268
476,-191,-270
474,-194,-273
472,-196,-276
470,-199,-278
469,-202,-281
465,-207,-285
463,-209,-287
462,-211,-289
460,-213,-290
459,-215,-291
458,-217,-293
457,-218,-294
456,-220,-294
455,-221,-295
454,-223,-296
453,-224,-296
453,-225,-296
452,-227,-296
452,-228,-296
452,-229,-296
452,-230,-295
452,-231,-295
455,-96,-409
455,-96,-409
455,-96,-409
455,-96,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
456,-95,-408
456,-95,-408
456,-95,-407
457,-96,-407
457,-96,-406
458,-96,-404
458,-97,-403
459,-97,-401
460,-98,-399
462,-98,-397
463,-99,-394
464,-99,-391
466,-100,-389
467,-101,-385
469,-102,-382
471,-103,-378
473,-104,-374
474,-105,-370
476,-106,-365
479,-107,-360
480,-108,-355
483,-109,-350
485,-110,-344
487,-111,-338
490,-112,-332
491,-113,-326
494,-115,-320
496,-116,-314
498,-117,-307
500,-118,-300
502,-119,-293
503,-119,-286
505,-120,-279
507,-121,-272
510,-122,-258
512,-122,-250
513,-122,-243
514,-123,-235
515,-123,-228
516,-123,-220
517,-123,-213
518,-123,-205
518,-122,-197
518,-122,-190
518,-121,-183
519,-121,-175
519,-120,-168
519,-119,-161
518,-118,-154
518,-117,-147
518,-116,-140
518,-115,-133
517,-114,-127
516,-113,-120
514,-111,-114
513,-110,-107
512,-108,-101
511,-107,-95
509,-105,-89
507,-103,-83
506,-101,-77
504,-99,-71
502,-97,-65
500,-95,-59
498,-93,-53
496,-91,-45
493,-89,-39
491,-87,-34
488,-84,-28
485,-82,-22
483,-80,-16
480,-78,-11
478,-75,-6
474,-73,0
472,-71,4
469,-69,9
466,-66,14
463,-64,19
459,-62,24
456,-60,28
453,-57,33
450,-55,37
447,-53,41
443,-51,46
440,-49,50
436,-47,54
433,-45,58
430,-44,61
426,-42,65
423,-40,68
420,-38,72
416,-37,75
413,-35,78
409,-34,81
406,-33,84
403,-31,87
399,-30,90
397,-28,93
393,-27,95
390,-25,97
387,-24,100
384,-23,102
381,-21,104
379,-20,105
376,-18,107
373,-17,109
371,-16,110
369,-15,112
366,-13,113
364,-12,114
362,-11,116
360,-10,117
358,-9,118
356,-8,118
354,-8,119
354,-7,120
352,-6,121
351,-6,121
350,-5,121
349,-5,122
349,-5,122
349,-5,122
349,-5,122
349,-5,122
349,-5,122
349,-5,122
349,-5,122
350,-5,121
351,-6,121
352,-6,121
353,-7,120
354,-7,119
356,-8,119
358,-9,118
360,-10,117
361,-11,116
363,-12,115
365,-13,114
368,-14,112
371,-16,111
373,-17,109
376,-18,107
381,-21,103
385,-23,101
388,-25,99
392,-26,96
395,-28,94
398,-30,91
403,-32,88
406,-33,85
409,-35,81
414,-37,78
417,-39,74
421,-41,71
425,-43,67
429,-45,63
433,-47,58
441,-51,49
445,-53,44
448,-55,39
452,-56,34
456,-58,29
459,-60,24
463,-62,18
466,-64,13
469,-65,7
473,-67,1
476,-69,-4
479,-70,-10
482,-72,-16
485,-73,-22
488,-75,-28
491,-76,-34
493,-77,-41
496,-78,-47
498,-80,-54
501,-81,-60
502,-82,-67
505,-83,-74
507,-84,-81
508,-85,-87
510,-86,-94
512,-86,-101
513,-87,-107
514,-88,-114
516,-88,-121
517,-89,-128
518,-90,-135
519,-91,-150
520,-91,-156
521,-91,-163
521,-91,-170
522,-91,-177
522,-91,-184
522,-91,-191
522,-91,-198
522,-91,-204
521,-91,-217
521,-91,-224
520,-91,-231
520,-90,-237
519,-90,-244
518,-90,-250
518,-89,-257
517,-89,-263
515,-88,-269
514,-88,-275
513,-87,-281
512,-86,-287
511,-86,-292
509,-85,-298
507,-84,-303
507,-84,-309
505,-83,-314
503,-82,-319
502,-81,-324
499,-80,-333
497,-79,-338
496,-78,-342
494,-77,-346
492,-77,-350
491,-76,-354
490,-75,-357
488,-74,-361
486,-74,-364
485,-73,-367
484,-73,-369
483,-72,-372
481,-71,-375
480,-71,-377
480,-70,-379
478,-70,-381
477,-69,-383
476,-69,-384
476,-68,-385
475,-68,-387
474,-68,-388
474,-68,-389
474,-67,-390
